,index,Unnamed: 0,sample_id,date,group,sample_type,qaqc_type,Au,As,Sb,Ag,Ba,Bi,Ca,Cd,Cl,Co,Cr,Cu,Fe,Hg,K,Mn,Mo,Ni,P,Pb,Rb,S,Se,Sn,Sr,Ti,U,V,Zn,Zr,Nb,Pd,Pt,Rh,Y,La,Ce,Pr,Nd,Sm,comments
87,95,95,TE2-031,2021-10-21,group 2,soil,sample,1.2,18.18697713927237,<1.7869220549759781,<9.758418805395854,445.9728993071893,<4.26929417764139,9670.728700097256,<nan,591.0,<30.441780568272534,<61.11209177967383,12.019868959863198,31747.55320978589,-6.6,9042.04633415901,380.4510408034472,<2.4797694423678664,104.26834559450472,1229.0918486927856,75.00936263504504,55.44754654159633,<1888.1967632959377,<nan,<5.342780803987754,379.6037906285805,5020.04339256561,<4.808030478491732,78.36042023586978,60.562685270557104,8627.778451473107,34.04765738143184,5.7,10.3,2.0,17.69590975547249,<20.559599300125416,92.71232876712328,0.7581441080834849,21.253100460344683,-13.116535755959326,
88,96,96,TE2-026,2021-10-21,group 2,soil,sample,3.6,9.871518320663233,1.8381993642143506,<9.758418805395854,517.7616016275039,<4.26929417764139,14260.560532775457,<nan,852.0,<30.441780568272534,<61.11209177967383,36.31421693880339,35364.51297286942,-15.0,16017.408280486228,1571.1129937755911,<2.4797694423678664,53.60283913869212,930.8232711889455,40.01270929235722,79.96360511743399,<1888.1967632959377,<nan,<5.342780803987754,477.077068528215,3872.0790290349637,<4.808030478491732,126.02427440875624,121.44005977041165,5454.2717631370615,72.38984100854805,3.0,13.9,0.4,41.49319050173567,82.75782335172872,88.32876712328766,0.254351554814667,18.306633617877324,-6.275272878813137,
89,97,97,TE2-025,2021-10-21,group 2,soil,sample,1.7,14.623209074154166,2.9159139418710267,<9.758418805395854,404.18544571775243,<4.26929417764139,8100.985703380149,<nan,923.0,<30.441780568272534,<61.11209177967383,14.395316317804015,38471.29104305485,-8.1,9856.422560007708,945.7147962548692,4.228607618218493,126.43450466892274,1062.1034549494384,61.425755946778075,60.131508952427104,<1888.1967632959377,<nan,<5.342780803987754,394.59967953621657,3981.844545866579,6.902680150822988,94.24837162683193,113.72557154177994,4440.512682140827,36.20778040267783,6.4,8.2,2.2,31.974278203230394,44.38386289906423,82.02739726027397,2.6293735916533802,19.990328956430098,-11.872669778296384,
90,98,98,GR1-030,2021-10-21,group 2,soil,sample,2.45,26.502435957881502,4.532485808356041,,445.9728993071893,,14004.552517211934,,932.0,,,28.971925105168133,40808.98924782673,-16.9,9967.583706562724,1424.284731056383,3.396029648885101,83.68548359683085,814.4565163036445,117.88262124488767,77.42230636262155,,,,609.8977988529916,4075.983721760361,9.228014712231548,113.31391329598651,224.57941326190075,7063.063348196307,88.37475136576832,7.3500000000000005,11.45,2.25,31.36551055623297,54.482273544502256,69.69863013698628,0.758144108083485,19.9903289564301,-17.47006667777963,
91,99,99,GR1-040F,2021-10-21,group 2,soil,field duplicate,4.0,13.435286385781433,<1.7869220549759781,<9.758418805395854,362.3979921283156,<4.26929417764139,37726.86321258377,<nan,1732.0,<30.441780568272534,<61.11209177967383,19.79406031312406,58963.166004898856,-13.6,<2772.1587834927814,1113.0889933477547,<2.4797694423678664,208.76595265961822,3218.0391447377583,29.259020664145872,14.388131365803195,1929.9865015880669,<nan,<5.342780803987754,2239.0940151754535,12073.240109530461,6.535522062179533,205.464031363567,131.50243572080083,<1868.0650950673244,78.6541977701614,3.0,14.5,0.9,65.29047124799885,108.00384996532378,49.424657534246556,3.7089290629437044,18.517095535196418,17.98011368561427,
92,100,100,TE2-013,2021-10-21,group 2,soil,sample,2.1,19.374899827645102,3.4547712306993645,<9.758418805395854,160.96103636385072,<4.26929417764139,24161.734628260816,<nan,2599.0,77.10476463848788,<61.11209177967383,26.38052798741451,86513.82349385537,-9.4,3314.8307399114747,1386.7007047630705,5.893763556885274,341.7629071061263,1615.580709683677,48.40813287052222,32.72534591033217,2879.6146360907896,<nan,<5.342780803987754,498.4997669676951,10525.08896588455,5.923591914440438,234.0623438672989,312.62520282780616,2435.032761039576,64.6133981320625,5.7,16.8,1.4,27.878932214338594,61.551160996308866,87.23287671232876,-1.4729371992498512,15.360166775409965,4.297587931321887,
93,101,101,TE2-W08,2021-10-21,group 2,sediment,sample,-0.2,<2.6244869705522516,1.8381993642143506,<9.758418805395854,621.6944990166161,<4.26929417764139,16411.17436308877,<nan,171.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,22506.749810394464,-5.2,13028.140056822007,808.4078201966337,6.726341526218664,31.4366800642741,1032.4866454930714,16.61871999589744,60.23116772712563,<1888.1967632959377,<nan,<5.342780803987754,498.4997669676951,3111.343016549184,6.168363973536076,44.99572231484926,98.38044821743644,2501.1474837132437,24.32710378582491,2.0,8.8,0.2,27.878932214338594,52.46259141541465,89.97260273972603,4.28469198096521,23.568181550854753,-9.384937822970496,
94,102,102,TE2-030,2021-10-21,group 2,soil,sample,1.4,9.871518320663233,1.8381993642143506,<9.758418805395854,442.75847980030954,<4.26929417764139,9982.772804904296,<nan,894.0,<30.441780568272534,<61.11209177967383,13.423542398646408,38700.57667949828,-6.2,9382.779413816774,521.7669796663026,<2.4797694423678664,120.10131636194616,1329.074836644777,35.67350160027194,58.83594488134625,<1888.1967632959377,<nan,<5.342780803987754,412.8089732097747,4683.886497268787,<4.808030478491732,76.77162509677356,74.06303967066258,3382.6771193621444,31.671522058061257,3.1,10.5,1.4,16.47837446147763,50.44290928632705,75.72602739726027,-0.5373224574649038,18.938019369834613,1.1879229871645274,
95,103,103,GR1-050F,2021-10-21,group 2,soil,field duplicate,-1.35,9.871518320663233,3.993628519527703,,568.6565771531001,,11486.957239695977,,86.5,,,18.66032407410685,19622.065760749247,-3.7,8182.359858355819,405.0059379817448,,20.353600527065094,974.3032680504208,88.30997751730645,49.46802005968471,,,,429.94713196135876,2992.81150358171,5.434047796249161,52.14530044078223,69.15763139484784,3856.499298523429,16.172639380621327,4.550000000000001,6.449999999999999,1.4500000000000002,,31.760849592266705,90.93150684931507,2.1615662207609065,18.306633617877324,-4.40947391231872,
96,104,104,GR1-020F,2021-10-21,group 2,soil,field duplicate,-0.1,14.623209074154166,2.9159139418710267,<9.758418805395854,349.54031410079654,<4.26929417764139,5540.173049846317,<nan,576.0,<30.441780568272534,<61.11209177967383,6.837074724355954,30752.571997765714,-7.0,6250.934936962425,182.0073819747565,19.631300050886217,107.43493974799301,<644.9313652728606,49.54010009454448,36.911014447670304,<1888.1967632959377,<nan,<5.342780803987754,266.063488899336,3677.702592978978,9.10562868268373,41.818132036656834,52.26122511148602,5101.659908877502,27.675294468756185,6.2,9.8,2.1,13.600563766580688,47.413386092695646,82.57534246575341,-0.033529904196086036,12.8346237675808,-0.05594299049841567,
97,105,105,TE2-015,2021-10-21,group 2,soil,sample,5.8,46.69712166021797,7.226772252497731,<9.758418805395854,343.11147508703704,10.394814670907357,14842.16386427027,<nan,1115.0,<30.441780568272534,<61.11209177967383,24.760904788818497,47667.25260210863,-38.5,5065.618798152967,1737.4849501673218,<2.4797694423678664,164.43363451078218,699.7701477704779,148.96455460449857,72.68851456444152,<1888.1967632959377,<nan,<5.342780803987754,1059.7744660820738,3714.2910985895164,24.281496346613267,119.66909385237136,269.86010503865214,11382.558562875922,200.59314231949713,10.2,17.0,3.4,58.31731456421011,81.74798228718493,58.739726027397246,-2.8403741295509284,19.569405121791906,2.4317889648274713,
98,106,106,TE2-019,2021-10-21,group 2,soil,sample,0.9,34.81789477649063,3.993628519527703,<9.758418805395854,275.6086654425621,<4.26929417764139,18669.465384497464,<nan,858.0,<30.441780568272534,<61.11209177967383,51.214750365886715,35746.93772442819,-14.3,4121.9573257674565,2237.603060043669,15.884699188885962,28.270085910785813,1076.5967872365968,92.83784641339544,56.84276938737571,2312.6724662384177,<nan,<5.342780803987754,559.5544575202133,2961.1776914392653,19.263669135152696,86.30439593135085,230.44913256629445,1928.1532205414578,65.26143503843629,9.8,6.4,4.0,64.84773114109161,77.70861802900971,80.3835616438356,-1.400966834497163,22.936795798897457,-8.763004834139025,
99,107,107,GR1-040,2021-10-21,group 2,soil,sample,3.1,22.938667892763302,2.9159139418710267,<9.758418805395854,337.7541092422374,<4.26929417764139,36428.14443835165,<nan,1930.0,37.252396572278414,<61.11209177967383,13.423542398646408,59013.08427999171,-13.5,<2772.1587834927814,1067.9881617957794,<2.4797694423678664,234.09870588752452,3408.9730439990194,48.030810462514815,15.085742788692885,<1888.1967632959377,<nan,<5.342780803987754,1953.100991008394,12806.534742808337,<4.808030478491732,237.23993414549128,140.7262803419909,<1868.0650950673244,77.1421116552892,4.0,14.5,1.4,58.64936964439052,88.81686973899153,52.43835616438354,-1.8327890230132926,21.884486212301972,-17.47006667777963,
100,108,108,GR1-001,2021-10-21,group 2,soil,sample,1.0,24.720551925322404,4.801914452770209,,674.1966842956522,,8002.830984966667,,1498.0,,,28.59401302549573,48638.120749041576,-8.7,7300.924462574473,12844.817520717646,7.402811126302044,-46.144876696188945,880.3066564779078,111.23231380375697,69.8482394855335,2055.7767955240624,,,412.80897320977465,4707.516573808927,7.269838239466445,165.7441528861616,289.9848569394305,2137.516509008072,44.632260185537156,6.4,9.5,2.0,32.47236082350102,56.50195567358986,83.8082191780822,2.62937359165338,24.30479826147159,-13.427502250375063,
101,114,114,oreas901,2021-10-22,group 1,standard,standard,3.7,63.0,4.0,<9.758418805395854,194.0,28.1,<1432.6020872593424,<nan,1063.0,<30.441780568272534,99.0,<5.988465004863517,39157.0,0.6,<2772.1587834927814,305.0,2.9,-10.0,654.0,15.1,164.3,<1888.1967632959377,<nan,<5.342780803987754,33.1,3575.0,13.9,78.0,<34.1266135646,<1868.0650950673244,20.9,1.8,9.4,1.0,57.6,<20.559599300125416,79.0,<-5.108256281669303,27.0,35.0,
102,115,115,oreas501b,2021-10-22,group 1,standard,standard,2.0,14.2,<1.7869220549759781,35.0,950.0,27.1,29814.0,<nan,1365.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,46169.0,-0.8,<2772.1587834927814,577.0,<2.4797694423678664,12.0,2353.0,21.4,<2.401769717040935,5258.0,<nan,<5.342780803987754,324.0,5078.0,4.9,143.0,99.0,<1868.0650950673244,24.8,-0.9,12.9,-0.2,36.2,26.0,29.0,<-5.108256281669303,112.0,24.0,
103,116,116,oreas45e,2021-10-22,group 1,standard,standard,6.8,9.0,<1.7869220549759781,88.0,252.0,37.0,<1432.6020872593424,<nan,,<30.441780568272534,<61.11209177967383,<5.988465004863517,<3728.128329156112,-0.2,7773.0,575.0,2.5,<-87.9928841881601,<644.9313652728606,47.0,21.6,4109.0,<nan,6.0,13.0,9320.0,11.8,253.0,50.0,<1868.0650950673244,25.4,4.4,9.2,0.8,25.4,<20.559599300125416,10.0,<-5.108256281669303,14.0,52.0,was originally recorded oreas45b
104,117,117,GR1-002,2021-10-22,group 1,soil,sample,3.0,22.938667892763302,2.9159139418710267,<9.758418805395854,580.9785185961391,<4.26929417764139,22920.15069012013,<nan,2905.0,36.853872891616305,<61.11209177967383,16.55481391593203,91753.55023368608,-22.6,12668.074603850326,3343.0745534176376,4.644896602885187,240.4318941945011,1510.5565626752825,62.08607016079106,142.3499980787119,<1888.1967632959377,<nan,<5.342780803987754,1129.3982360103842,10686.688198997763,5.556433825796981,210.23041678085562,327.7187667533899,4704.971572835497,126.50092269075994,2.7,18.0,0.7,57.32114932366885,104.97432677169236,32.16438356164382,3.7089290629437044,22.305410046940167,-4.40947391231872,
105,118,118,TE2-W03,2021-10-22,group 1,sediment,sample,3.0,10.10910285833778,2.9159139418710267,<9.758418805395854,568.1208405686201,<4.26929417764139,12632.950202068314,<nan,438.0,<30.441780568272534,<61.11209177967383,12.991642879020805,29700.90393097909,-10.8,15223.572701283561,728.2285641042334,9.952581157385552,50.43624498520383,1112.304997219451,19.25997685194935,138.76228218956493,<1888.1967632959377,<nan,<5.342780803987754,405.31102875595667,2823.970795399746,10.819033096353191,56.11728828852276,97.37421062239751,9134.657991971224,53.596770723707984,1.7,13.5,0.6,27.768247187611788,45.39370396360803,81.20547945205479,5.220306722750157,23.98910538549294,-14.360401733622272,
106,119,119,GR1-W03,2021-10-22,group 1,sediment,sample,6.4,2.743982190426833,<1.7869220549759781,<9.758418805395854,514.5471821206241,<4.26929417764139,52260.3540188666,<nan,1948.0,48.01253595015497,<61.11209177967383,23.89710574956729,74374.3758492419,-18.3,7212.7205093297325,2302.7487056187438,<2.4797694423678664,259.4314591154308,3030.255969886749,16.901711801903,28.041383499501396,2255.9782492531813,<nan,<5.342780803987754,1622.1203001184265,15355.533967009187,<4.808030478491732,254.71668067554967,170.91340819315846,3272.485914906032,113.43217841222173,1.8,14.2,1.2,80.01157980266397,162.5352674506891,22.027397260273943,4.28469198096521,20.2007908737492,-2.5436749458243035,
107,120,120,GR1-W02,2021-10-22,group 1,sediment,sample,2.2,<2.6244869705522516,<1.7869220549759781,<9.758418805395854,586.3358844409388,<4.26929417764139,34010.901372945,<nan,496.0,<30.441780568272534,<61.11209177967383,7.053024484168756,28992.741282627998,-3.2,12601.619570583744,662.0806778280032,<2.4797694423678664,85.268780673575,2642.9269157197905,10.48723086577693,37.508967095861465,<1888.1967632959377,<nan,<5.342780803987754,771.6391720710664,7204.6820817281805,<4.808030478491732,94.24837162683193,44.37903061701449,<1868.0650950673244,20.222870045457547,0.3,8.7,0.2,30.867427935962336,30.246087995451003,76.54794520547944,5.148336357997469,18.938019369834613,-9.384937822970496,
108,121,121,GR1-012,2021-10-22,group 1,soil,sample,1.0,9.871518320663233,5.610200386012717,,496.86787483278545,,9655.346244226486,,840.5,,,357.10758514072035,36633.62166167066,-5.0,12614.91057723706,595.4316712011954,4.853041095218535,-85.72730361479255,1037.3177562554574,26.523433206092108,69.4496043867394,,,,334.61612390567234,3692.5666733832595,6.045977943988255,91.86517891818761,139.0492176835927,6401.916121459631,21.518943858205134,2.95,9.600000000000001,1.15,47.857579538526984,84.27258494854442,87.5068493150685,0.9020848375888617,21.35833141900423,-7.208172362060345,
109,122,122,TE2-032,2021-10-22,group 1,soil,sample,5.7,12.2473636974087,<1.7869220549759781,<9.758418805395854,300.2525483286403,<4.26929417764139,17479.88879715795,<nan,2957.0,70.32986206723227,<61.11209177967383,17.850512474808845,91394.81551098492,-8.3,5947.658330600372,475.6639074131725,4.332679864385166,348.0960954131029,2322.393219050171,26.3347720020884,30.433194092266046,3115.2499754356813,<nan,<5.342780803987754,354.9676874231784,11364.337813326278,<4.808030478491732,192.75367025079728,97.96118255283689,5300.004076898505,43.76821097703876,3.6,13.6,1.1,25.111806546168463,46.40354502815184,96.0,0.32632191956735535,18.306633617877324,1.1879229871645274,
110,123,123,TE2-041,2021-10-22,group 1,soil,sample,2.2,25.31451326950877,2.9159139418710267,<9.758418805395854,202.7484899532876,<4.26929417764139,5899.097020164273,<nan,744.0,<30.441780568272534,<61.11209177967383,16.122914396306427,31503.03826907685,-14.6,<2772.1587834927814,2447.0713665850644,3.5001018950517753,59.93602744566869,1406.1625605489385,96.51673989146775,52.158806976544945,3960.348147371873,<nan,<5.342780803987754,508.13998126546113,3144.120219491958,16.081632366909403,40.229336897560614,93.26540710932194,<1868.0650950673244,56.72894910451466,7.9,3.5,2.7,28.432357347972623,52.46259141541465,84.49315068493149,-0.3933817279595273,18.096171700558227,-15.604267711285218,
111,124,124,GR1-042,2021-10-22,group 1,soil,sample,2.1,28.2843199904406,3.1853425862851954,,419.7218066676713,,20530.37629591128,,875.5,,,49.4871522873843,39049.58156891861,-14.8,3206.690276686758,645.0425859083681,,121.6846134386903,1272.361797260244,126.13654892004989,23.058444764575047,,,,1863.6612250235646,14725.14450576095,9.96233088951846,197.52005566808592,107.39466000632675,2545.2239654956884,97.01524345075225,4.5,14.3,2.1,28.15564478115561,45.39370396360803,80.65753424657534,0.18238119006197878,18.096171700558227,-0.677875979329889,
112,125,125,GR1-044,2021-10-22,group 1,soil,sample,2.6,28.87828133462697,<1.7869220549759781,<9.758418805395854,389.1848213523136,<4.26929417764139,22037.490722297396,<nan,1842.0,41.23763337889936,<61.11209177967383,30.807498063576947,65291.78799972104,-9.6,5425.684251124647,660.0761964256932,<2.4797694423678664,249.93167665496597,2007.320778024988,99.53531915552706,30.93148796575868,3062.0991470120216,<nan,<5.342780803987754,1327.558196575575,13821.103512967227,8.616084564492454,207.05282650266318,97.03879809071788,<1868.0650950673244,60.40115824063283,3.2,18.2,1.2,21.791255744364296,39.33465757634522,83.94520547945206,-1.11308537548641,20.411252791068293,6.163386897816303,
113,126,126,GR1-036,2021-10-22,group 1,soil,sample,4.4,11.059441009035966,1.8381993642143506,<9.758418805395854,317.396119031999,<4.26929417764139,27296.82563430338,<nan,2643.0,81.09000144510883,<61.11209177967383,19.578110553311255,86998.62301297743,-5.7,6385.053276827715,1007.8537197264794,<2.4797694423678664,373.4288486410092,3462.955455561334,35.296179192264525,30.6325116416631,<1888.1967632959377,<nan,<5.342780803987754,692.37518784499,14399.659257933869,<4.808030478491732,249.95029525826104,162.52809490116746,2985.988783320139,42.90416176854037,3.3,16.8,0.8,30.314002802328314,43.374021834520434,83.12328767123287,0.6861737433307967,26.30418647600301,3.0537219536589433,
114,127,127,GR1-038,2021-10-22,group 1,soil,sample,2.8,5.594996642521393,<1.7869220549759781,<9.758418805395854,544.5484308515018,<4.26929417764139,17473.29631607048,<nan,642.0,<30.441780568272534,<61.11209177967383,13.74746703836561,32520.01736503624,-5.5,12849.315603668287,794.3764503804637,4.853041095218535,78.93559236659843,868.8590244539928,19.165646249947496,51.76017187775083,<1888.1967632959377,<nan,<5.342780803987754,483.50387806005904,4596.9887964437585,<4.808030478491732,81.53801051406222,72.97294894270375,5167.774631551169,19.68283929014605,2.5,10.3,1.4,23.11947606508596,38.324816511801416,90.24657534246575,2.0536106736318738,19.35894320447281,-11.250736789464913,
115,128,128,GR1-049,2021-10-22,group 1,soil,sample,1.6,27.690358646254236,3.4547712306993645,<9.758418805395854,255.25067523232366,<4.26929417764139,17534.09364165495,<nan,1372.0,<30.441780568272534,<61.11209177967383,40.20131261543382,52002.52788305366,-6.9,3208.5026866849385,3985.5108428579947,<2.4797694423678664,145.43406958985247,1682.7961637690491,89.06462233332128,40.69804788621433,4888.715950505131,<nan,<5.342780803987754,459.9389097766309,8083.568476914657,8.86085662358809,157.80017719068053,159.1739695843711,<1868.0650950673244,38.4759095749861,5.2,7.6,1.0,21.791255744364296,<20.559599300125416,86.13698630136986,-1.328996469744475,18.938019369834613,-24.31132955492582,
116,129,129,GR1-035,2021-10-22,group 1,soil,sample,3.3,20.562822516017835,2.1076280086285197,,374.18419698687467,,31025.23993821849,,1414.0,,,29.56578694465334,51529.99641459,-4.05,6063.048433817807,2281.2005305439116,,137.51758420613174,1952.3931491395977,68.50055109691712,49.71716699643103,2449.092925859145,,,715.4045886674311,7563.325662764813,5.923591914440438,153.0337917733919,121.85932543501119,,27.51328524216274,3.6500000000000004,6.65,1.2000000000000002,42.93209584918414,51.45275035087084,81.89041095890411,0.32632191956735535,17.359554989941387,-5.031406901150193,
117,133,133,oreas24b,2021-10-29,group 1,standard,standard,2.6,8.6,4.0,25.0,678.0,21.1,10396.0,<nan,937.0,<30.441780568272534,160.0,34.4,42639.0,-0.6,<2772.1587834927814,462.0,4.9,8.0,<644.9313652728606,23.5,162.0,2104.0,<nan,<5.342780803987754,117.3,4994.0,<4.808030478491732,116.0,97.0,<1868.0650950673244,21.8,-0.4,17.3,-0.5,45.4,31.0,84.0,<-5.108256281669303,82.0,16.0,
118,134,134,oreas22d,2021-10-29,group 1,standard,standard,-0.7,<2.6244869705522516,<1.7869220549759781,<9.758418805395854,<13.02893554594495,<4.26929417764139,<1432.6020872593424,<nan,-441.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,<3728.128329156112,-2.6,<2772.1587834927814,<95.17841694569336,<2.4797694423678664,2.0,<644.9313652728606,<7.28235335780706,<2.401769717040935,<1888.1967632959377,<nan,<5.342780803987754,<5.793869495134919,<2040.0531359708095,<4.808030478491732,<28.595683828969484,<34.1266135646,<1868.0650950673244,<6.528570679765783,1.0,-0.3,-0.1,<10.34278054504528,<20.559599300125416,-4.0,27.0,<6.358067233908441,17.0,
119,135,135,oreas24c,2021-10-29,group 1,standard,standard,3.1,<2.6244869705522516,<1.7869220549759781,70.0,274.0,6.1,80227.0,<nan,2438.0,31.8,232.0,51.0,83567.0,2.2,10858.0,1068.0,2.7,31.0,681.0,<7.28235335780706,20.4,<1888.1967632959377,<nan,<5.342780803987754,401.0,12120.0,<4.808030478491732,132.0,99.7,<1868.0650950673244,26.5,-0.7,17.5,-0.1,32.0,<20.559599300125416,53.0,<-5.108256281669303,29.0,11.0,
120,136,136,oreas502b,2021-10-29,group 1,standard,standard,3.9,19.0,<1.7869220549759781,37.0,869.0,29.6,30796.0,<nan,2014.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,61084.0,1.4,<2772.1587834927814,599.0,<2.4797694423678664,-35.0,4646.0,30.3,163.2,<1888.1967632959377,<nan,10.0,333.0,5089.0,<4.808030478491732,144.0,191.0,<1868.0650950673244,22.5,0.7,2.5,0.1,34.0,33.0,48.0,<-5.108256281669303,103.0,13.0,
121,137,137,GR1-003,2021-10-29,group 1,soil,sample,1.6,21.75074520439057,3.993628519527703,<9.758418805395854,455.6161578278286,<4.26929417764139,13684.81718446951,<nan,1399.0,<30.441780568272534,<61.11209177967383,17.31063807527684,52310.498258202766,-12.2,7184.930222690979,2530.2573447809295,<2.4797694423678664,126.43450466892274,1598.7768461623336,55.199936214655715,69.20045744999307,<1888.1967632959377,<nan,<5.342780803987754,664.5256798736658,6357.810628950924,5.311661766701343,108.54752787869788,160.0125009135702,2390.9562792571305,60.40115824063283,3.7,11.8,1.3,24.669066439261233,32.265770124538605,80.3835616438356,1.333907026104991,21.67402429498288,11.76078379729955,
122,138,138,TE2-034,2021-10-29,group 1,soil,sample,2.6,13.435286385781433,2.9159139418710267,<9.758418805395854,538.1195918377424,<4.26929417764139,17238.164490617284,<nan,750.0,<30.441780568272534,<61.11209177967383,14.071391678084813,36169.1278815694,-9.3,10443.643399417899,942.7080741514042,<2.4797694423678664,78.93559236659843,1373.3950266823194,41.05034591437762,55.945840415088966,<1888.1967632959377,<nan,<5.342780803987754,806.9866244962085,5133.62021206499,5.066889707605705,91.07078134863949,179.29872148514946,3030.065265102584,45.820327847222444,1.5,12.0,0.9,25.00112151944165,72.6594127062907,80.93150684931506,3.421047603932951,19.35894320447281,-6.897205867644608,"Not sure 34 or 39. Update: we just sieved TE2-039, so this must be TE2-034"
123,139,139,TE2-028,2021-10-29,group 1,soil,sample,7.1,38.381662841608836,3.4547712306993645,<9.758418805395854,204.8914362912074,<4.26929417764139,5198.0965311963455,<nan,449.0,<30.441780568272534,<61.11209177967383,15.798989756587227,28062.061577507087,-45.7,5176.779944707983,2075.240066456558,2.563451679551711,37.76986837125068,1002.0296428606368,163.01981430277482,84.44824997886771,<1888.1967632959377,<nan,<5.342780803987754,203.93766342484366,2176.0493418797932,24.526268405708905,55.32289071897466,273.21423035544854,10919.75550416025,229.6467969552556,8.0,16.6,2.2,20.573720450369432,43.374021834520434,71.34246575342465,-2.1206704820240456,23.568181550854753,-15.604267711285218,
124,140,140,GR1-010,2021-10-29,group 1,soil,sample,2.0999999999999996,16.999054450899635,3.4547712306993645,,471.6882553622274,,10853.712806349296,,779.0,,,17.148675755417237,37397.202056099406,-7.15,9632.287856899497,598.939513655238,3.08381291038508,120.10131636194616,1083.3183326451342,71.28330385597181,60.978608537364586,,,,409.0600009828657,5421.373563481204,8.983242653135909,97.42596190502437,155.56828486881494,5222.8702337792265,37.341844988831966,4.8,12.899999999999999,1.45,23.17481857844936,40.34449864088903,90.10958904109589,2.485432862148003,21.779255253642425,4.297587931321887,
125,141,141,TE2-037,2021-10-29,group 1,soil,sample,2.35,16.999054450899635,1.8381993642143506,,375.7914067403146,,37590.98485239197,,1715.5,40.63984785790621,,20.711846792328465,61503.921599878944,-12.45,4817.9227650684215,1202.28841575055,,243.59848834798936,3479.3392224946438,42.936957954414694,27.094625139865393,3131.19522396278,,,1205.9843829315255,11810.641355721491,8.187733461075087,199.1088508071821,131.92170138540038,3063.1226264394177,69.79769338305286,3.5,13.55,0.8999999999999999,48.632374725614625,93.86607506171055,58.05479452054793,0.1823811900619789,19.04325032849416,-11.872669778296384,
126,142,142,TE2-047,2021-10-29,group 1,soil,sample,-1.5,62.140116609063504,2.377056653042689,<9.758418805395854,250.96478255648395,<4.26929417764139,11132.794505718974,<nan,763.0,<30.441780568272534,<61.11209177967383,31.347372463108954,36171.66609894701,-4.6,4333.405158888409,287.2426555960319,<2.4797694423678664,135.9342871293876,831.890524707038,208.39283386566657,28.141042274199926,1961.876998642263,<nan,<5.342780803987754,382.81719539450256,8715.48245923,11.553349273640107,148.26740635610324,88.90504419748662,5123.698149768725,44.95627863872405,7.2,10.3,2.0,24.669066439261233,32.265770124538605,98.46575342465754,-1.11308537548641,16.202014444686352,-11.250736789464913,
127,143,143,GR1-004,2021-10-29,group 1,soil,sample,3.1,14.623209074154166,2.377056653042689,<9.758418805395854,364.54093846623545,<4.26929417764139,18099.58201938038,<nan,1860.0,38.84649129492678,<61.11209177967383,10.400245761267184,64035.37039780781,-6.7,6229.186016984269,828.4526342197337,3.9163908797184708,256.2648649619425,3176.8696791104676,28.315714644127333,40.10009523802317,<1888.1967632959377,<nan,<5.342780803987754,605.6132591650955,7474.522310605902,7.514610298562083,132.3794549651411,139.8877490127918,3030.065265102584,38.1518911217992,4.2,12.1,1.0,38.94743488701914,43.374021834520434,82.02739726027397,-1.11308537548641,22.726333881578363,-1.9217419569928325,
128,144,144,GR1-W01,2021-10-29,group 1,sediment,sample,-0.8,19.374899827645102,2.9159139418710267,<9.758418805395854,362.3979921283156,<4.26929417764139,14963.75851543921,<nan,1078.0,<30.441780568272534,<61.11209177967383,39.76941309580822,43418.27671200208,-7.0,7349.255395859263,1914.8815542717573,5.373402326051904,104.26834559450472,1262.6995757354716,40.01270929235722,51.85983065244936,2971.7427386918,<nan,<5.342780803987754,556.3410527542914,3581.6577657513144,10.819033096353191,103.78114246140922,158.335438255172,<1868.0650950673244,26.163208353883995,6.1,6.8,2.0,74.69869851977731,71.6495716417469,85.04109589041096,0.03844046055660233,19.35894320447281,-8.763004834139025,
129,145,145,GR1-011,2021-10-29,group 1,soil,sample,-0.7,7.258088406243219,<1.7869220549759781,<9.758418805395854,447.04437247614925,<4.26929417764139,6125.4388708341685,<nan,1119.0,<30.441780568272534,<61.11209177967383,9.428471842109575,42120.40155958801,-2.0,9716.26285348182,284.2359334925668,<2.4797694423678664,120.10131636194616,1131.4193919749787,33.5038977542293,49.0693849608906,<1888.1967632959377,<nan,<5.342780803987754,223.21809202037576,5119.899522461038,<4.808030478491732,81.53801051406222,51.67425318104665,5498.348244919507,19.466826988021452,2.2,14.3,1.0,<10.34278054504528,31.255929059994806,94.08219178082192,1.549818120363056,19.569405121791906,-16.84813368894816,
130,146,146,GR1-041,2021-10-29,group 1,soil,sample,4.5,37.78770149742246,3.4547712306993645,,413.8287042383917,,20673.57963508916,,1738.5,39.24501497558888,,31.239397583202553,60100.71042629437,-12.600000000000001,6042.507787171771,659.0739557245381,,218.2657351200831,2047.6500504762112,175.37712316501768,32.62568713563364,2697.1301251695577,,,1426.6381768581705,15735.139712718523,10.329488978161917,220.55758518498104,140.30701467739135,2148.535629453683,76.33206552232195,4.1,14.95,0.95,25.222491572895265,31.255929059994806,83.94520547945204,0.29033673719101116,16.728169237984098,4.297587931321887,
